EACODE;source;value
31003043;CJF;11
31003043;DoIWD;8
31003043;Madzi Alipo;11
31003043;WPDx;10
31003044;CJF;11
31003044;DoIWD;14
31003044;Madzi Alipo;17
31003044;WPDx;18
31003045;CJF;1
31003045;DoIWD;5
31003045;Madzi Alipo;8
31003045;WPDx;9
31003046;CJF;4
31003046;DoIWD;7
31003046;Madzi Alipo;12
31003046;WPDx;7
31003047;CJF;1
31003047;DoIWD;8
31003047;Madzi Alipo;15
31003047;WPDx;12
31003048;CJF;9
31003048;DoIWD;11
31003048;Madzi Alipo;21
31003048;WPDx;29
31003049;CJF;7
31003049;DoIWD;8
31003049;Madzi Alipo;22
31003049;WPDx;19
31003050;DoIWD;2
31003050;Madzi Alipo;5
31003050;WPDx;5
31003051;CJF;4
31003051;DoIWD;15
31003051;Madzi Alipo;21
31003051;WPDx;18
31003052;CJF;7
31003052;DoIWD;12
31003052;Madzi Alipo;9
31003052;WPDx;10
31003053;CJF;3
31003053;DoIWD;4
31003053;Madzi Alipo;20
31003053;WPDx;17
31003054;CJF;4
31003054;DoIWD;5
31003054;Madzi Alipo;6
31003054;WPDx;3
31003055;CJF;9
31003055;DoIWD;9
31003055;Madzi Alipo;23
31003055;WPDx;12
31003056;CJF;6
31003056;DoIWD;12
31003056;Madzi Alipo;24
31003056;WPDx;9
31003057;CJF;4
31003057;DoIWD;12
31003057;Madzi Alipo;13
31003057;WPDx;4
31003058;CJF;12
31003058;DoIWD;7
31003058;Madzi Alipo;22
31003058;WPDx;9
31003059;CJF;10
31003059;DoIWD;16
31003059;Madzi Alipo;22
31003059;WPDx;13
31003060;CJF;15
31003060;DoIWD;8
31003060;Madzi Alipo;43
31003060;WPDx;12
31003061;CJF;5
31003061;DoIWD;8
31003061;Madzi Alipo;9
31003061;WPDx;4
31003062;CJF;13
31003062;DoIWD;4
31003062;Madzi Alipo;47
31003062;WPDx;9
31003801;CJF;10
31003801;DoIWD;14
31003801;Madzi Alipo;21
31003801;WPDx;23
31004001;CJF;8
31004001;DoIWD;10
31004001;Madzi Alipo;28
31004001;WPDx;12
31004002;CJF;1
31004002;DoIWD;13
31004002;Madzi Alipo;7
31004002;WPDx;2
31004003;DoIWD;7
31004003;Madzi Alipo;19
31004003;WPDx;7
31004004;CJF;9
31004004;DoIWD;14
31004004;Madzi Alipo;21
31004004;WPDx;6
31004005;CJF;1
31004005;DoIWD;8
31004005;Madzi Alipo;19
31004005;WPDx;8
31004006;DoIWD;3
31004006;Madzi Alipo;7
31004006;WPDx;2
31004007;CJF;1
31004007;DoIWD;12
31004007;Madzi Alipo;21
31004007;WPDx;6
31004008;CJF;2
31004008;DoIWD;5
31004008;Madzi Alipo;14
31004008;WPDx;3
31004009;DoIWD;15
31004009;Madzi Alipo;9
31004010;CJF;7
31004010;DoIWD;11
31004010;Madzi Alipo;14
31004010;WPDx;13
31004011;DoIWD;5
31004011;Madzi Alipo;11
31004011;WPDx;6
31004012;CJF;10
31004012;DoIWD;14
31004012;Madzi Alipo;23
31004012;WPDx;11
31004013;CJF;6
31004013;DoIWD;14
31004013;Madzi Alipo;21
31004013;WPDx;19
31004014;CJF;10
31004014;DoIWD;11
31004014;Madzi Alipo;12
31004014;WPDx;12
31004015;CJF;1
31004015;DoIWD;2
31004015;Madzi Alipo;11
31004015;WPDx;5
31004016;DoIWD;1
31004016;Madzi Alipo;4
31004016;WPDx;3
31004017;CJF;2
31004017;DoIWD;1
31004017;Madzi Alipo;9
31004017;WPDx;4
31004018;CJF;2
31004018;DoIWD;2
31004018;Madzi Alipo;2
31004018;WPDx;1
31005001;CJF;3
31005001;DoIWD;9
31005001;Madzi Alipo;17
31005001;WPDx;4
31005002;DoIWD;5
31005002;Madzi Alipo;14
31005002;WPDx;18
31005003;CJF;9
31005003;DoIWD;12
31005003;Madzi Alipo;12
31005003;WPDx;13
31005004;CJF;10
31005004;DoIWD;9
31005004;Madzi Alipo;14
31005004;WPDx;11
31005005;CJF;5
31005005;DoIWD;3
31005005;Madzi Alipo;10
31005005;WPDx;6
31005006;CJF;4
31005006;DoIWD;3
31005006;Madzi Alipo;14
31005006;WPDx;11
31005007;CJF;2
31005007;DoIWD;9
31005007;Madzi Alipo;14
31005007;WPDx;9
31005008;CJF;11
31005008;DoIWD;9
31005008;Madzi Alipo;37
31005008;WPDx;13
31005009;CJF;9
31005009;DoIWD;22
31005009;Madzi Alipo;53
31005009;WPDx;25
31005010;CJF;17
31005010;DoIWD;17
31005010;Madzi Alipo;50
31005010;WPDx;32
31005011;CJF;13
31005011;DoIWD;10
31005011;Madzi Alipo;10
31005011;WPDx;17
31005012;CJF;2
31005012;DoIWD;2
31005012;Madzi Alipo;4
31005012;WPDx;4
31005013;WPDx;1
31005014;CJF;8
31005014;DoIWD;14
31005014;Madzi Alipo;8
31005014;WPDx;15
31006001;CJF;4
31006001;DoIWD;3
31006001;Madzi Alipo;12
31006001;WPDx;12
31006002;CJF;4
31006002;DoIWD;2
31006002;Madzi Alipo;5
31006002;WPDx;6
31006003;CJF;9
31006003;DoIWD;4
31006003;Madzi Alipo;5
31006003;WPDx;9
31006004;CJF;8
31006004;DoIWD;1
31006004;WPDx;6
31006005;CJF;2
31006005;WPDx;2
31006006;Madzi Alipo;6
31006006;WPDx;3
31006007;DoIWD;2
31006007;Madzi Alipo;6
31006007;WPDx;4
31006008;DoIWD;2
31006008;Madzi Alipo;11
31006008;WPDx;7
31006009;CJF;3
31006009;DoIWD;6
31006009;Madzi Alipo;17
31006009;WPDx;15
31006010;CJF;5
31006010;DoIWD;4
31006010;Madzi Alipo;13
31006010;WPDx;16
31006011;DoIWD;3
31006011;Madzi Alipo;7
31006011;WPDx;10
31006012;CJF;3
31006012;DoIWD;6
31006012;Madzi Alipo;9
31006012;WPDx;14
31006013;DoIWD;1
31006013;Madzi Alipo;2
31006013;WPDx;2
31006014;DoIWD;3
31006014;Madzi Alipo;3
31006014;WPDx;2
31006015;Madzi Alipo;1
31006015;WPDx;2
31006016;CJF;3
31006016;DoIWD;5
31006016;Madzi Alipo;25
31006016;OSM;1
31006016;WPDx;23
31006017;CJF;5
31006017;DoIWD;7
31006017;Madzi Alipo;15
31006017;WPDx;16
31006018;CJF;3
31006018;DoIWD;4
31006018;Madzi Alipo;9
31006018;WPDx;8
31006019;CJF;2
31006019;DoIWD;1
31006019;Madzi Alipo;13
31006019;WPDx;15
31006020;CJF;7
31006020;DoIWD;6
31006020;Madzi Alipo;15
31006020;WPDx;12
31006021;CJF;4
31006021;DoIWD;12
31006021;Madzi Alipo;15
31006021;WPDx;10
31006022;CJF;4
31006022;Madzi Alipo;6
31006022;WPDx;5
31007001;CJF;12
31007001;DoIWD;15
31007001;Madzi Alipo;12
31007001;WPDx;11
31007002;CJF;7
31007002;DoIWD;12
31007002;Madzi Alipo;16
31007002;WPDx;17
31007003;CJF;11
31007003;DoIWD;13
31007003;Madzi Alipo;10
31007003;WPDx;16
31007004;CJF;11
31007004;DoIWD;18
31007004;Madzi Alipo;8
31007004;WPDx;12
31007005;CJF;22
31007005;DoIWD;25
31007005;Madzi Alipo;12
31007005;WPDx;16
31007006;CJF;4
31007006;DoIWD;1
31007006;OSM;1
31007007;CJF;7
31007007;DoIWD;5
31007007;Madzi Alipo;4
31007007;WPDx;5
31007008;CJF;7
31007008;Madzi Alipo;9
31007008;WPDx;9
31007009;CJF;3
31007009;Madzi Alipo;8
31007009;WPDx;9
31007010;CJF;7
31007010;DoIWD;5
31007010;Madzi Alipo;8
31007010;WPDx;8
31007011;CJF;1
31007011;DoIWD;5
31007011;Madzi Alipo;1
31007011;WPDx;2
31007012;CJF;9
31007012;DoIWD;2
31007012;Madzi Alipo;9
31007012;WPDx;9
31007013;CJF;4
31007013;DoIWD;10
31007013;Madzi Alipo;7
31007013;OSM;1
31007013;WPDx;5
31007014;CJF;16
31007014;DoIWD;14
31007014;Madzi Alipo;27
31007014;WPDx;35
31007015;DoIWD;3
31007015;Madzi Alipo;7
31007015;OSM;1
31007015;WPDx;1
31007016;WPDx;1
31007017;CJF;3
31007017;DoIWD;4
31007017;Madzi Alipo;10
31007017;OSM;9
31007017;WPDx;11
31007018;CJF;1
31007018;DoIWD;3
31007018;Madzi Alipo;3
31007018;WPDx;3
31007019;CJF;6
31007019;DoIWD;5
31007019;Madzi Alipo;14
31007019;WPDx;14
31007020;CJF;4
31007020;DoIWD;4
31007020;Madzi Alipo;6
31007020;WPDx;5
31007021;CJF;6
31007021;DoIWD;5
31007021;Madzi Alipo;8
31007021;WPDx;8
31007022;CJF;4
31007022;Madzi Alipo;5
31007022;WPDx;7
31007023;CJF;4
31007023;DoIWD;3
31007023;Madzi Alipo;5
31007023;WPDx;6
31007024;CJF;6
31007024;DoIWD;8
31007024;Madzi Alipo;8
31007024;WPDx;14
31007025;Madzi Alipo;1
31007030;Madzi Alipo;2
31007031;510;8
31007031;CJF;6
31007031;DoIWD;10
31007031;Madzi Alipo;16
31007031;OSM;6
31007031;WPDx;15
31007032;510;11
31007032;CJF;6
31007032;DoIWD;12
31007032;Madzi Alipo;10
31007032;OSM;1
31007032;WPDx;10
31007033;CJF;4
31007033;DoIWD;5
31007033;Madzi Alipo;4
31007033;WPDx;4
31007034;CJF;4
31007034;DoIWD;9
31007034;Madzi Alipo;7
31007034;WPDx;13
31007035;CJF;8
31007035;DoIWD;9
31007035;Madzi Alipo;11
31007035;WPDx;12
31007036;CJF;1
31007036;DoIWD;3
31007036;Madzi Alipo;4
31007036;WPDx;4
31007037;510;5
31007037;DoIWD;8
31007037;Madzi Alipo;7
31007037;OSM;3
31007037;WPDx;9
31007038;DoIWD;5
31007038;Madzi Alipo;3
31007038;WPDx;5
31007039;CJF;4
31007039;DoIWD;3
31007040;Madzi Alipo;1
31007041;CJF;3
31007041;DoIWD;7
31007041;Madzi Alipo;8
31007041;WPDx;8
31007042;CJF;11
31007042;DoIWD;11
31007042;Madzi Alipo;14
31007042;WPDx;13
31007043;510;5
31007043;CJF;4
31007043;DoIWD;13
31007043;Madzi Alipo;11
31007043;OSM;2
31007043;WPDx;11
31007044;CJF;6
31007044;DoIWD;6
31007044;Madzi Alipo;6
31007044;OSM;1
31007044;WPDx;8
31007047;CJF;5
31007047;DoIWD;4
31007047;Madzi Alipo;12
31007047;WPDx;6
31007048;DoIWD;2
31007048;Madzi Alipo;1
31007048;WPDx;1
31007049;CJF;4
31007049;DoIWD;4
31007049;Madzi Alipo;8
31007049;WPDx;6
31007050;CJF;5
31007050;DoIWD;3
31007050;Madzi Alipo;13
31007050;WPDx;15
31007051;Madzi Alipo;2
31007052;OSM;7
31008901;CJF;5
31008901;DoIWD;1
31008901;Madzi Alipo;20
31008901;WPDx;3
31009901;CJF;1
31009901;DoIWD;1
31009901;Madzi Alipo;3
31020701;DoIWD;1
31020701;Madzi Alipo;2
31020701;WPDx;1
31020702;CJF;1
31020702;Madzi Alipo;24
31020702;WPDx;28
31020703;DoIWD;1
31020703;Madzi Alipo;26
31020703;WPDx;20
31020704;Madzi Alipo;2
31020704;WPDx;1
31020705;Madzi Alipo;4
31020705;WPDx;3
31020706;CJF;2
31020706;Madzi Alipo;3
31020706;WPDx;1
31021801;DoIWD;5
31021801;Madzi Alipo;9
31021801;WPDx;8
31021802;CJF;6
31021802;DoIWD;4
31021802;Madzi Alipo;16
31021802;WPDx;12
31021803;CJF;1
31021803;DoIWD;3
31021803;Madzi Alipo;5
31021803;WPDx;3
31021804;CJF;1
31021804;DoIWD;1
31021804;Madzi Alipo;10
31021804;WPDx;6
31021805;DoIWD;2
31021805;Madzi Alipo;15
31021805;WPDx;3
31021806;CJF;1
31021806;DoIWD;1
31021806;Madzi Alipo;18
31021806;WPDx;10
31101001;CJF;1
31101001;Madzi Alipo;9
31101001;WPDx;3
31101002;Madzi Alipo;1
31101003;510;2
31101003;CJF;1
31101003;DoIWD;7
31101003;Madzi Alipo;6
31101004;510;5
31101004;CJF;7
31101004;DoIWD;13
31101004;Madzi Alipo;4
31101004;WPDx;2
31101005;510;1
31101005;CJF;1
31101005;DoIWD;3
31101005;Madzi Alipo;1
31101006;510;9
31101006;CJF;7
31101006;DoIWD;22
31101006;Madzi Alipo;10
31101006;WPDx;7
31101007;510;11
31101007;DoIWD;11
31101007;Madzi Alipo;7
31101007;WPDx;2
31101008;510;6
31101008;CJF;4
31101008;DoIWD;10
31101008;Madzi Alipo;1
31101008;WPDx;1
31101009;510;3
31101009;CJF;5
31101009;DoIWD;5
31101009;Madzi Alipo;4
31101009;WPDx;1
31101010;510;2
31101010;CJF;7
31101010;DoIWD;2
31101010;Madzi Alipo;7
31101011;510;8
31101011;CJF;7
31101011;DoIWD;7
31101011;Madzi Alipo;5
31101012;DoIWD;2
31101012;Madzi Alipo;8
31101012;WPDx;1
31101013;DoIWD;2
31101013;Madzi Alipo;4
31101014;DoIWD;1
31101014;Madzi Alipo;13
31101014;WPDx;1
31101015;CJF;1
31101015;DoIWD;1
31101016;CJF;2
31101016;DoIWD;3
31101016;Madzi Alipo;4
31101017;CJF;12
31101017;DoIWD;9
31101017;Madzi Alipo;14
31101017;WPDx;2
31101018;CJF;3
31101018;DoIWD;6
31101018;Madzi Alipo;8
31101018;WPDx;1
31101019;510;2
31101019;CJF;2
31101019;DoIWD;7
31101019;Madzi Alipo;4
31101019;WPDx;3
31101020;DoIWD;6
31101020;Madzi Alipo;1
31101022;CJF;2
31101022;DoIWD;6
31101022;Madzi Alipo;14
31101022;WPDx;9
31102001;DoIWD;2
31102002;CJF;6
31102002;DoIWD;13
31102002;Madzi Alipo;1
31102003;CJF;14
31102003;DoIWD;16
31102003;Madzi Alipo;4
31102003;WPDx;2
31102004;CJF;2
31102004;DoIWD;3
31102004;Madzi Alipo;1
31102004;WPDx;1
31102006;CJF;1
31102006;DoIWD;5
31102006;Madzi Alipo;4
31102006;WPDx;2
31102007;CJF;5
31102007;DoIWD;11
31102007;Madzi Alipo;3
31102007;WPDx;2
31102008;CJF;9
31102008;DoIWD;10
31102008;Madzi Alipo;16
31102008;WPDx;13
31102009;CJF;4
31102009;DoIWD;8
31102009;Madzi Alipo;7
31102009;WPDx;7
31104002;DoIWD;3
31104003;CJF;7
31104003;DoIWD;4
31104004;CJF;2
31104004;Madzi Alipo;2
31104005;CJF;4
31104006;CJF;9
31104007;CJF;4
31104007;Madzi Alipo;1
31104007;OSM;1
31104007;WPDx;1
31104008;CJF;6
31104008;DoIWD;1
31104008;Madzi Alipo;1
31104009;CJF;8
31104009;DoIWD;3
31104009;Madzi Alipo;2
31104011;CJF;3
31104012;CJF;2
31104012;DoIWD;1
31104012;Madzi Alipo;1
31104012;OSM;3
31104012;WPDx;1
31104013;CJF;6
31104013;DoIWD;1
31104013;Madzi Alipo;4
31104013;OSM;3
31104014;CJF;4
31104014;DoIWD;6
31104014;Madzi Alipo;4
31104014;OSM;1
31104014;WPDx;1
31104015;DoIWD;9
31104015;Madzi Alipo;8
31104015;OSM;4
31104015;WPDx;6
31104016;CJF;4
31104016;DoIWD;4
31104016;Madzi Alipo;1
31104016;OSM;2
31104017;CJF;2
31104017;DoIWD;7
31104017;Madzi Alipo;4
31104017;OSM;4
31104017;WPDx;3
31104018;CJF;3
31104018;DoIWD;3
31104018;Madzi Alipo;3
31104018;OSM;2
31104019;CJF;11
31104019;DoIWD;6
31104019;Madzi Alipo;4
31104019;OSM;4
31104019;WPDx;3
31104020;CJF;2
31104020;DoIWD;2
31104020;Madzi Alipo;4
31104020;OSM;1
31104020;WPDx;1
31104021;DoIWD;1
31104021;OSM;1
31104022;CJF;3
31104022;DoIWD;6
31104022;OSM;1
31104023;CJF;4
31104023;DoIWD;16
31104023;Madzi Alipo;7
31104023;OSM;2
31104023;WPDx;3
31104024;CJF;3
31104025;CJF;15
31104025;DoIWD;2
31104025;Madzi Alipo;2
31104026;CJF;5
31104026;DoIWD;4
31104026;Madzi Alipo;1
31104027;CJF;4
31104027;DoIWD;6
31104027;Madzi Alipo;2
31104028;CJF;4
31104028;DoIWD;4
31104029;CJF;8
31104029;DoIWD;5
31104029;Madzi Alipo;3
31104030;CJF;7
31104030;DoIWD;3
31104030;Madzi Alipo;1
31104031;CJF;5
31104031;DoIWD;2
31104031;Madzi Alipo;3
31104032;DoIWD;3
31104032;Madzi Alipo;1
31104033;DoIWD;2
31104033;Madzi Alipo;4
31104033;WPDx;2
31104034;DoIWD;5
31104034;Madzi Alipo;2
31104034;OSM;6
31104036;Madzi Alipo;1
31104036;WPDx;1
31104037;CJF;12
31104037;DoIWD;6
31104037;Madzi Alipo;7
31104037;OSM;2
31104037;WPDx;5
31104038;CJF;6
31104038;DoIWD;3
31104038;Madzi Alipo;2
31104038;OSM;2
31104038;WPDx;1
31104039;CJF;4
31104039;DoIWD;7
31104039;Madzi Alipo;1
31104040;CJF;14
31104040;DoIWD;8
31104040;Madzi Alipo;4
31104040;OSM;1
31104040;WPDx;1
31104043;DoIWD;3
31104043;Madzi Alipo;1
31104043;OSM;2
31104044;DoIWD;5
31104044;Madzi Alipo;2
31104045;DoIWD;3
31104045;Madzi Alipo;1
31104045;OSM;2
31104046;DoIWD;11
31104046;Madzi Alipo;8
31104046;OSM;5
31104046;WPDx;2
31104047;DoIWD;4
31104047;Madzi Alipo;9
31104047;WPDx;8
31104048;DoIWD;3
31104048;Madzi Alipo;6
31104048;WPDx;4
31104049;CJF;1
31104049;DoIWD;2
31104049;Madzi Alipo;13
31104049;OSM;3
31104049;WPDx;4
31104801;DoIWD;6
31104802;CJF;2
31104802;DoIWD;3
31104802;Madzi Alipo;4
31104802;OSM;1
31104802;WPDx;2
31104803;CJF;3
31104803;DoIWD;1
31104901;CJF;1
31105001;CJF;5
31105001;DoIWD;2
31105001;Madzi Alipo;1
31105001;WPDx;1
31105002;CJF;7
31105002;DoIWD;6
31105002;Madzi Alipo;3
31105002;WPDx;2
31105003;CJF;2
31105003;DoIWD;5
31105003;Madzi Alipo;2
31105003;WPDx;1
31105004;CJF;1
31105004;DoIWD;8
31105004;Madzi Alipo;3
31105004;WPDx;1
31105005;DoIWD;11
31105005;Madzi Alipo;2
31105006;DoIWD;4
31105006;Madzi Alipo;1
31105006;WPDx;1
31105007;DoIWD;6
31105007;Madzi Alipo;3
31105008;DoIWD;3
31105008;Madzi Alipo;2
31105008;WPDx;1
31105009;CJF;4
31105009;DoIWD;7
31105009;Madzi Alipo;7
31105010;CJF;6
31105010;DoIWD;5
31105010;Madzi Alipo;7
31105010;WPDx;3
31105011;CJF;3
31105011;DoIWD;6
31105011;Madzi Alipo;5
31105011;WPDx;2
31105012;CJF;11
31105012;DoIWD;14
31105012;Madzi Alipo;10
31105013;CJF;3
31105013;DoIWD;2
31105013;Madzi Alipo;5
31105013;WPDx;1
31105014;CJF;2
31105014;DoIWD;4
31105014;Madzi Alipo;2
31105014;WPDx;1
31105015;CJF;7
31105015;DoIWD;3
31105015;Madzi Alipo;4
31105015;WPDx;2
31105016;CJF;2
31105016;DoIWD;1
31105017;CJF;2
31105017;DoIWD;3
31105017;Madzi Alipo;1
31105018;CJF;7
31105018;DoIWD;4
31105018;Madzi Alipo;5
31105018;WPDx;2
31105019;CJF;4
31105019;DoIWD;8
31105019;Madzi Alipo;3
31105019;WPDx;1
31105020;CJF;7
31105020;DoIWD;5
31105020;Madzi Alipo;2
31105020;WPDx;2
31105021;CJF;11
31105021;DoIWD;12
31105021;Madzi Alipo;6
31105021;WPDx;5
31105022;CJF;8
31105022;DoIWD;5
31105022;Madzi Alipo;3
31105022;WPDx;2
31105023;CJF;6
31105023;DoIWD;6
31105023;Madzi Alipo;2
31105023;WPDx;2
31105024;CJF;5
31105024;DoIWD;3
31105024;Madzi Alipo;5
31105024;WPDx;3
31105902;CJF;1
31105902;DoIWD;4
31105902;Madzi Alipo;4
31105902;WPDx;4
31106001;CJF;8
31106001;DoIWD;11
31106001;Madzi Alipo;4
31106001;WPDx;1
31106002;CJF;13
31106002;DoIWD;6
31106002;Madzi Alipo;10
31106002;OSM;2
31106002;WPDx;9
31106003;CJF;3
31106003;DoIWD;2
31106003;Madzi Alipo;4
31106003;OSM;3
31106003;WPDx;5
31106004;CJF;2
31106004;DoIWD;3
31106004;Madzi Alipo;6
31106004;OSM;2
31106004;WPDx;2
31106005;CJF;4
31106005;DoIWD;3
31106005;Madzi Alipo;5
31106005;WPDx;2
31106006;DoIWD;6
31106006;Madzi Alipo;4
31106007;DoIWD;9
31106007;Madzi Alipo;9
31106007;WPDx;2
31106008;CJF;1
31106008;DoIWD;5
31106008;Madzi Alipo;7
31106008;WPDx;3
31106009;CJF;2
31106009;DoIWD;7
31106009;Madzi Alipo;1
31106010;CJF;2
31106010;DoIWD;4
31106010;Madzi Alipo;1
31106011;DoIWD;4
31106011;Madzi Alipo;5
31106012;CJF;1
31106012;DoIWD;6
31106012;Madzi Alipo;3
31106013;CJF;15
31106013;DoIWD;14
31106013;Madzi Alipo;24
31106013;WPDx;11
31106014;CJF;2
31106014;DoIWD;4
31106014;Madzi Alipo;6
31106015;CJF;10
31106015;DoIWD;3
31106015;Madzi Alipo;4
31106015;WPDx;3
31106016;CJF;1
31106016;DoIWD;3
31106016;Madzi Alipo;7
31106016;WPDx;1
31106018;DoIWD;5
31106018;Madzi Alipo;8
31106018;WPDx;3
31106019;DoIWD;6
31106019;Madzi Alipo;5
31106019;WPDx;2
31106020;DoIWD;3
31106020;Madzi Alipo;6
31106021;DoIWD;8
31106021;Madzi Alipo;14
31106021;WPDx;5
31106022;DoIWD;2
31106022;Madzi Alipo;5
31106022;WPDx;3
31106023;DoIWD;8
31106023;Madzi Alipo;6
31106023;WPDx;4
31106024;DoIWD;8
31106024;Madzi Alipo;6
31106024;WPDx;2
31106801;CJF;2
31106801;DoIWD;5
31106801;Madzi Alipo;2
31106801;OSM;1
31106802;CJF;6
31106802;DoIWD;8
31106802;Madzi Alipo;5
31106802;WPDx;2
31106803;CJF;4
31106803;DoIWD;2
31106803;Madzi Alipo;4
31106803;OSM;1
31106804;CJF;2
31106804;DoIWD;4
31106805;CJF;4
31106805;DoIWD;4
31106805;Madzi Alipo;9
31106805;OSM;1
31106805;WPDx;5
31106806;CJF;7
31106806;DoIWD;4
31106806;Madzi Alipo;5
31106806;WPDx;4
31106807;CJF;5
31106807;DoIWD;5
31106807;Madzi Alipo;15
31106807;WPDx;4
31106808;CJF;1
31106808;Madzi Alipo;8
31106808;WPDx;1
31106809;CJF;1
31106809;DoIWD;3
31106809;Madzi Alipo;5
31106809;WPDx;4
31106810;CJF;6
31106810;DoIWD;6
31106810;Madzi Alipo;8
31106810;WPDx;4
31107001;CJF;2
31107001;Madzi Alipo;2
31107001;WPDx;2
31107002;CJF;5
31107002;DoIWD;7
31107002;Madzi Alipo;11
31107002;WPDx;5
31107003;CJF;2
31107003;DoIWD;2
31107003;Madzi Alipo;5
31107003;WPDx;3
31107004;CJF;9
31107004;DoIWD;9
31107004;Madzi Alipo;6
31107004;WPDx;3
31107005;CJF;1
31107005;DoIWD;5
31107005;Madzi Alipo;2
31107005;WPDx;2
31107006;CJF;6
31107006;DoIWD;6
31107006;Madzi Alipo;3
31107007;CJF;1
31107007;DoIWD;7
31107007;Madzi Alipo;4
31107007;WPDx;1
31107009;CJF;3
31107009;DoIWD;3
31107009;Madzi Alipo;6
31107009;WPDx;1
31107010;CJF;3
31107010;DoIWD;4
31107010;Madzi Alipo;10
31107010;WPDx;3
31107012;CJF;8
31107012;DoIWD;14
31107013;CJF;5
31107013;DoIWD;8
31107013;Madzi Alipo;9
31107013;WPDx;4
31107903;CJF;9
31107903;Madzi Alipo;2
31107903;WPDx;2
31108004;CJF;7
31108004;DoIWD;6
31108004;Madzi Alipo;3
31108004;WPDx;1
31108005;CJF;7
31108005;DoIWD;10
31108005;Madzi Alipo;2
31108006;CJF;10
31108006;DoIWD;9
31108006;Madzi Alipo;3
31108007;CJF;9
31108007;DoIWD;11
31108007;Madzi Alipo;5
31108008;CJF;2
31108008;DoIWD;6
31108008;Madzi Alipo;1
31108010;DoIWD;8
31108010;Madzi Alipo;2
31108010;WPDx;1
31109001;CJF;6
31109001;DoIWD;3
31109001;Madzi Alipo;10
31109001;WPDx;2
31109002;CJF;4
31109002;DoIWD;4
31109002;Madzi Alipo;7
31109002;WPDx;3
31109003;CJF;7
31109003;DoIWD;1
31109003;Madzi Alipo;6
31109004;DoIWD;1
31109004;Madzi Alipo;1
31109006;CJF;2
31109006;DoIWD;8
31109006;Madzi Alipo;11
31109006;WPDx;2
31110901;CJF;2
31110901;Madzi Alipo;1
31110902;CJF;2
31110902;DoIWD;2
31110902;Madzi Alipo;1
31110903;CJF;8
31110903;DoIWD;4
31110903;Madzi Alipo;5
31110903;WPDx;5
31120701;CJF;6
31120701;DoIWD;5
31120701;Madzi Alipo;12
31120701;WPDx;7
31120702;CJF;15
31120702;DoIWD;22
31120702;Madzi Alipo;13
31120702;WPDx;11
31120703;CJF;11
31120703;DoIWD;8
31120703;Madzi Alipo;7
31120703;WPDx;3
31120704;CJF;4
31120704;DoIWD;3
31120704;Madzi Alipo;4
31120704;WPDx;3
31120705;CJF;13
31120705;DoIWD;17
31120705;Madzi Alipo;15
31120705;WPDx;15
31120706;CJF;6
31120706;DoIWD;10
31120706;Madzi Alipo;4
31120706;WPDx;4
31120707;CJF;1
31120707;DoIWD;4
31120707;Madzi Alipo;5
31120707;WPDx;2
31120708;CJF;7
31120708;DoIWD;5
31120708;Madzi Alipo;12
31120708;WPDx;9
31120709;CJF;2
31120709;DoIWD;3
31201001;DoIWD;2
31201001;Madzi Alipo;1
31201001;PCI;2
31201002;DoIWD;16
31201002;PCI;4
31201003;DoIWD;6
31201003;PCI;11
31201004;DoIWD;3
31201004;PCI;8
31201005;DoIWD;1
31201005;PCI;5
31201006;DoIWD;8
31201006;PCI;4
31201007;DoIWD;1
31201007;PCI;2
31201008;PCI;1
31201009;DoIWD;6
31201009;PCI;4
31201010;DoIWD;6
31201010;PCI;5
31201011;DoIWD;8
31201011;PCI;8
31201012;DoIWD;9
31201012;PCI;3
31201013;DoIWD;2
31201013;PCI;2
31201014;DoIWD;7
31201014;PCI;4
31201015;DoIWD;17
31201015;PCI;3
31201016;DoIWD;13
31201016;PCI;1
31201017;DoIWD;4
31201017;PCI;5
31201018;DoIWD;6
31201018;PCI;3
31201019;DoIWD;6
31201019;PCI;5
31201020;DoIWD;4
31201020;PCI;5
31201021;DoIWD;9
31201021;PCI;5
31201022;DoIWD;3
31201022;PCI;4
31201023;DoIWD;5
31201023;Madzi Alipo;2
31201023;PCI;6
31201024;DoIWD;3
31201024;Madzi Alipo;2
31201024;PCI;1
31201025;DoIWD;5
31201025;PCI;1
31201026;DoIWD;3
31201026;Madzi Alipo;1
31201027;DoIWD;4
31201027;Madzi Alipo;1
31201028;DoIWD;6
31201028;Madzi Alipo;1
31201028;PCI;5
31201029;DoIWD;1
31201029;Madzi Alipo;1
31201029;PCI;3
31201030;DoIWD;6
31201030;Madzi Alipo;1
31201030;PCI;2
31201031;DoIWD;8
31201031;Madzi Alipo;1
31201031;PCI;3
31201033;DoIWD;8
31201033;Madzi Alipo;1
31201034;DoIWD;8
31201034;PCI;3
31201035;DoIWD;3
31201036;DoIWD;3
31201036;PCI;10
31201037;DoIWD;3
31201037;PCI;10
31201038;DoIWD;6
31201038;PCI;3
31201039;PCI;1
31201040;DoIWD;15
31201040;PCI;7
31201041;DoIWD;9
31201041;Madzi Alipo;1
31201041;PCI;2
31201042;DoIWD;2
31201042;PCI;2
31201043;DoIWD;4
31201043;PCI;6
31201044;DoIWD;6
31201044;PCI;2
31201045;DoIWD;9
31201045;PCI;11
31201046;DoIWD;4
31201046;PCI;8
31201047;DoIWD;10
31201047;PCI;5
31201048;DoIWD;10
31201048;PCI;12
