EACODE;source;value
31201049;DoIWD;9
31201049;PCI;6
31201050;DoIWD;9
31201050;PCI;6
31201051;DoIWD;3
31201052;DoIWD;4
31201053;DoIWD;12
31201054;DoIWD;16
31201055;DoIWD;6
31201055;PCI;6
31201056;DoIWD;4
31201056;PCI;8
31201057;DoIWD;6
31201057;PCI;2
31201058;DoIWD;8
31201058;PCI;5
31201059;CJF;1
31201059;DoIWD;8
31201059;PCI;15
31201060;DoIWD;18
31201060;PCI;11
31201061;DoIWD;9
31201062;CJF;1
31201062;DoIWD;16
31201062;Madzi Alipo;1
31201063;DoIWD;5
31201064;DoIWD;12
31201065;DoIWD;6
31201066;DoIWD;10
31201067;DoIWD;6
31201067;PCI;7
31201068;DoIWD;6
31201068;PCI;2
31201070;DoIWD;6
31201071;DoIWD;6
31201072;DoIWD;4
31201073;DoIWD;3
31201074;DoIWD;5
31201075;DoIWD;10
31201077;DoIWD;12
31201078;DoIWD;5
31201079;DoIWD;5
31201080;DoIWD;13
31201081;DoIWD;21
31201081;Madzi Alipo;1
31201082;DoIWD;3
31201082;Madzi Alipo;1
31201083;DoIWD;15
31201084;DoIWD;6
31201085;DoIWD;4
31201086;DoIWD;14
31201087;DoIWD;4
31201087;PCI;2
31201088;DoIWD;9
31201088;Madzi Alipo;1
31201090;DoIWD;9
31201090;Madzi Alipo;1
31201091;DoIWD;4
31201092;DoIWD;7
31201093;DoIWD;7
31201094;DoIWD;4
31201095;DoIWD;7
31201096;DoIWD;3
31201097;DoIWD;7
31201098;DoIWD;5
31201099;DoIWD;10
31201100;DoIWD;4
31201101;DoIWD;7
31201101;OSM;2
31201103;DoIWD;5
31201104;DoIWD;3
31201105;DoIWD;3
31201106;DoIWD;6
31201107;DoIWD;1
31201108;DoIWD;6
31201109;DoIWD;3
31201109;Madzi Alipo;1
31201110;DoIWD;13
31201110;Madzi Alipo;1
31201112;DoIWD;1
31201113;DoIWD;5
31201114;DoIWD;2
31201115;DoIWD;4
31201116;DoIWD;6
31201118;DoIWD;2
31201119;DoIWD;5
31201120;DoIWD;8
31201121;DoIWD;3
31201122;DoIWD;4
31201123;DoIWD;2
31201124;DoIWD;2
31201125;DoIWD;1
31201126;DoIWD;4
31201127;DoIWD;7
31201128;DoIWD;15
31201128;Madzi Alipo;1
31201130;DoIWD;11
31201130;MRCS;1
31201131;DoIWD;2
31201132;DoIWD;2
31201133;DoIWD;1
31201135;DoIWD;4
31201136;DoIWD;7
31201136;MRCS;2
31201137;DoIWD;2
31201137;MRCS;2
31201138;DoIWD;1
31201138;MRCS;5
31201139;MRCS;1
31201141;DoIWD;2
31201142;DoIWD;8
31201142;MRCS;8
31201143;DoIWD;26
31201143;Madzi Alipo;2
31201144;DoIWD;3
31201145;DoIWD;2
31201801;DoIWD;3
31201801;PCI;3
31201802;DoIWD;8
31201802;PCI;7
31201803;DoIWD;11
31201803;Madzi Alipo;2
31201805;DoIWD;5
31201806;DoIWD;14
31201806;Madzi Alipo;1
31202001;DoIWD;23
31202001;Madzi Alipo;1
31202002;DoIWD;9
31202003;DoIWD;17
31202003;Madzi Alipo;1
31202004;DoIWD;25
31202005;DoIWD;14
31202005;PCI;4
31202006;DoIWD;3
31202006;PCI;5
31202008;DoIWD;5
31202008;Madzi Alipo;2
31202008;WPDx;2
31202009;DoIWD;8
31202010;DoIWD;6
31202011;DoIWD;7
31202012;DoIWD;13
31202012;PCI;3
31202013;DoIWD;4
31202013;PCI;4
31202014;DoIWD;6
31202014;Madzi Alipo;2
31202014;PCI;3
31202014;WPDx;1
31202015;DoIWD;3
31202015;PCI;5
31202016;DoIWD;3
31202016;PCI;3
31202017;DoIWD;5
31202017;PCI;3
31202018;DoIWD;6
31202018;PCI;7
31202019;DoIWD;5
31202019;PCI;1
31202020;DoIWD;11
31202020;PCI;3
31202021;DoIWD;4
31202021;PCI;1
31202022;DoIWD;8
31202022;PCI;1
31202023;DoIWD;14
31202023;PCI;5
31202024;DoIWD;16
31202024;PCI;14
31202025;DoIWD;12
31202025;PCI;1
31202026;DoIWD;12
31202027;DoIWD;8
31202027;PCI;3
31202028;DoIWD;15
31202028;PCI;5
31202029;DoIWD;14
31202030;DoIWD;9
31202030;PCI;4
31202031;DoIWD;12
31202032;DoIWD;13
31202032;PCI;6
31202033;DoIWD;23
31202033;PCI;14
31202034;DoIWD;5
31202034;PCI;1
31202035;DoIWD;11
31202035;PCI;6
31202036;DoIWD;7
31202036;PCI;8
31202037;DoIWD;23
31202037;PCI;5
31202038;DoIWD;5
31202038;PCI;1
31202039;DoIWD;9
31202039;PCI;1
31202040;DoIWD;5
31202040;PCI;2
31202041;DoIWD;9
31202041;PCI;13
31202042;DoIWD;16
31202042;PCI;6
31202043;DoIWD;22
31202043;PCI;4
31202044;DoIWD;5
31202044;PCI;3
31202045;DoIWD;4
31202045;Madzi Alipo;1
31202045;PCI;4
31202045;WPDx;1
31202046;DoIWD;7
31202046;PCI;5
31202047;DoIWD;6
31202047;PCI;5
31202048;DoIWD;3
31202048;PCI;5
31202049;DoIWD;7
31202049;Madzi Alipo;3
31202049;PCI;5
31202049;WPDx;3
31202050;DoIWD;4
31202050;PCI;5
31202051;DoIWD;6
31202051;Madzi Alipo;6
31202051;PCI;5
31202051;WPDx;4
31202052;DoIWD;9
31202052;Madzi Alipo;2
31202052;PCI;10
31202052;WPDx;2
31202053;DoIWD;5
31202053;Madzi Alipo;3
31202053;PCI;8
31202054;PCI;5
31202055;DoIWD;7
31202055;Madzi Alipo;4
31202055;PCI;2
31202055;WPDx;1
31202056;DoIWD;2
31202056;Madzi Alipo;4
31202056;PCI;3
31202057;DoIWD;3
31202057;Madzi Alipo;2
31202057;PCI;3
31202058;DoIWD;4
31202058;Madzi Alipo;1
31202058;PCI;4
31202059;DoIWD;7
31202059;Madzi Alipo;1
31202059;PCI;5
31202059;WPDx;1
31202060;DoIWD;3
31202060;PCI;4
31202061;DoIWD;7
31202061;PCI;8
31202062;DoIWD;4
31202062;PCI;5
31202063;DoIWD;5
31202063;PCI;2
31202064;DoIWD;8
31202064;Madzi Alipo;1
31202064;PCI;9
31202064;WPDx;1
31202065;DoIWD;2
31202065;Madzi Alipo;1
31202065;PCI;8
31202066;DoIWD;13
31202066;Madzi Alipo;1
31202066;PCI;14
31202066;WPDx;1
31202067;DoIWD;7
31202067;PCI;5
31202068;DoIWD;2
31202069;DoIWD;6
31202069;PCI;1
31202070;DoIWD;5
31202070;PCI;1
31202071;DoIWD;3
31202071;PCI;1
31202072;DoIWD;12
31202072;Madzi Alipo;1
31202072;WPDx;1
31202073;DoIWD;5
31202073;PCI;4
31202074;DoIWD;2
31202074;PCI;2
31202075;DoIWD;2
31202075;PCI;2
31202076;DoIWD;23
31202076;PCI;13
31202077;DoIWD;8
31202077;PCI;5
31202078;DoIWD;3
31202078;PCI;4
31202079;DoIWD;3
31202079;PCI;2
31202080;DoIWD;7
31202081;DoIWD;5
31202081;PCI;1
31202082;DoIWD;5
31202082;PCI;2
31202083;DoIWD;1
31202083;PCI;3
31202084;DoIWD;10
31202084;PCI;9
31202085;DoIWD;6
31202085;PCI;2
31202086;DoIWD;6
31202086;PCI;11
31202087;DoIWD;17
31202087;PCI;9
31202088;DoIWD;13
31202088;PCI;11
31202089;DoIWD;6
31202089;Madzi Alipo;1
31202089;PCI;7
31202089;WPDx;1
31202090;DoIWD;9
31202090;PCI;10
31202091;DoIWD;10
31202091;PCI;5
31202092;DoIWD;1
31202092;PCI;1
31202801;DoIWD;2
31202801;PCI;1
31202802;DoIWD;3
31202802;PCI;3
31202803;DoIWD;15
31202803;Madzi Alipo;1
31202803;PCI;10
31220701;Madzi Alipo;1
31220701;WPDx;1
31220704;PCI;1
31220706;PCI;1
31220707;PCI;2
31220708;DoIWD;1
31220708;PCI;2
31220709;DoIWD;1
31220710;PCI;2
31220711;DoIWD;1
31220711;PCI;2
31220712;PCI;4
31220713;DoIWD;3
31220713;PCI;1
31220714;PCI;4
31220715;Madzi Alipo;2
31220715;PCI;3
31220715;WPDx;1
31220716;DoIWD;1
31220716;Madzi Alipo;1
31220716;PCI;4
31220717;DoIWD;1
31220717;Madzi Alipo;2
31220717;PCI;1
31220717;WPDx;2
30332003;510;0
30334001;510;0
20902034;510;0
31201069;510;0
20637015;510;0
30303005;510;0
20705028;510;0
30536007;510;0
30538005;510;0
30533005;510;0
20820704;510;0
20404033;510;0
31002808;510;0
20660001;510;0
20607013;510;0
30552013;510;0
10536007;510;0
20702905;510;0
20112032;510;0
30710075;510;0
10534011;510;0
30548016;510;0
10102014;510;0
20680004;510;0
20687027;510;0
30805033;510;0
10204902;510;0
31103001;510;0
20103001;510;0
30601011;510;0
20703051;510;0
10506904;510;0
20640001;510;0
20806020;510;0
30202032;510;0
20703801;510;0
10101020;510;0
20120722;510;0
30544002;510;0
30706012;510;0
20807035;510;0
20637001;510;0
30534013;510;0
20601039;510;0
30303007;510;0
20705030;510;0
20820706;510;0
20631004;510;0
20631006;510;0
30341003;510;0
30550001;510;0
30710077;510;0
30535007;510;0
20802027;510;0
30703026;510;0
31103003;510;0
10508905;510;0
20642002;510;0
30710042;510;0
20201017;510;0
20803041;510;0
20640003;510;0
20609019;510;0
30703007;510;0
20651025;510;0
10101022;510;0
20705017;510;0
20120724;510;0
20220712;510;0
30121802;510;0
20681001;510;0
20807037;510;0
20637003;510;0
20639001;510;0
20615067;510;0
20801008;510;0
20502902;510;0
20686010;510;0
20688008;510;0
20820708;510;0
30507022;510;0
10105002;510;0
30541004;510;0
20678001;510;0
20808024;510;0
30550003;510;0
20655016;510;0
20112036;510;0
30109009;510;0
30601901;510;0
20638008;510;0
20702025;510;0
30548020;510;0
20113901;510;0
10102002;510;0
31103005;510;0
31007027;510;0
20103005;510;0
20401027;510;0
30551008;510;0
10535002;510;0
31104001;510;0
20112001;510;0
20806802;510;0
20806009;510;0
30403902;510;0
20201019;510;0
10101008;510;0
20607038;510;0
10301902;510;0
20681003;510;0
20637005;510;0
30107906;510;0
10503024;510;0
30602012;510;0
20502021;510;0
30533006;510;0
30205905;510;0
20666002;510;0
20820710;510;0
10105004;510;0
10520707;510;0
20801034;510;0
20301901;510;0
30550005;510;0
20680001;510;0
30552003;510;0
20655018;510;0
20112038;510;0
30710065;510;0
30111902;510;0
10534001;510;0
30548022;510;0
20807004;510;0
20803064;510;0
10104002;510;0
20687017;510;0
20648001;510;0
30299940;510;0
31007029;510;0
20202902;510;0
30551010;510;0
10541001;510;0
20603135;510;0
20706023;510;0
30534011;510;0
30704901;510;0
30536902;510;0
30402045;510;0
31001018;510;0
20806011;510;0
20651005;510;0
10103009;510;0
30106903;510;0
20201021;510;0
20803045;510;0
30546007;510;0
30106019;510;0
30104907;510;0
10544002;510;0
20651029;510;0
30202033;510;0
30533013;510;0
10101010;510;0
10203021;510;0
20681005;510;0
20702048;510;0
10220707;510;0
20637007;510;0
30546906;510;0
30107908;510;0
20614022;510;0
10508015;510;0
20801904;510;0
20666004;510;0
30702002;510;0
10105006;510;0
20606038;510;0
10520709;510;0
10102024;510;0
30550007;510;0
20680003;510;0
20655020;510;0
31201117;510;0
30202902;510;0
20638012;510;0
10534003;510;0
30601012;510;0
30548008;510;0
20201042;510;0
20906901;510;0
20320703;510;0
30537013;510;0
10102006;510;0
10104004;510;0
10503007;510;0
20687019;510;0
30402001;510;0
20305042;510;0
30805025;510;0
20405046;510;0
20648003;510;0
31104042;510;0
20650001;510;0
20801092;510;0
30711007;510;0
10541003;510;0
10543001;510;0
20706009;510;0
30708034;510;0
20504907;510;0
20506905;510;0
10103011;510;0
20201023;510;0
20613003;510;0
20647001;510;0
31220703;510;0
10203901;510;0
20609009;510;0
30533011;510;0
10544004;510;0
20683006;510;0
10101012;510;0
20645002;510;0
31003002;510;0
20654001;510;0
10102902;510;0
20681007;510;0
30102051;510;0
10508001;510;0
30901163;510;0
20666006;510;0
30204001;510;0
20606024;510;0
10103801;510;0
20680005;510;0
30552007;510;0
20655022;510;0
20511915;510;0
10302904;510;0
30107001;510;0
20908027;510;0
10534005;510;0
30548010;510;0
20201044;510;0
10305906;510;0
30539013;510;0
20687021;510;0
20403034;510;0
20648005;510;0
10101033;510;0
30534006;510;0
20112007;510;0
30102072;510;0
10501012;510;0
30554001;510;0
30801032;510;0
31001022;510;0
20520714;510;0
20705043;510;0
30704021;510;0
30536022;510;0
10103013;510;0
20613005;510;0
10203903;510;0
20404048;510;0
10544006;510;0
10101014;510;0
20120716;510;0
20220704;510;0
20654003;510;0
31201140;510;0
20702052;510;0
30102053;510;0
10104904;510;0
30705035;510;0
10503030;510;0
30602002;510;0
10306901;510;0
30702006;510;0
30547009;510;0
30706041;510;0
20801024;510;0
20655008;510;0
30501003;510;0
30107003;510;0
20908029;510;0
10534007;510;0
20201046;510;0
20803070;510;0
30701014;510;0
30537001;510;0
20685009;510;0
20680006;510;0
20687023;510;0
20648007;510;0
30542001;510;0
30299930;510;0
10101035;510;0
20801080;510;0
30103008;510;0
20609011;510;0
30102074;510;0
30801034;510;0
20806001;510;0
20637016;510;0
20703047;510;0
20705045;510;0
20651019;510;0
30202034;510;0
20120718;510;0
20901049;510;0
30901076;510;0
20679006;510;0
20402802;510;0
20654005;510;0
30554008;510;0
20656003;510;0
20507005;510;0
30402901;510;0
20652009;510;0
20801002;510;0
10308901;510;0
20604030;510;0
31107008;510;0
20615027;510;0
20801026;510;0
20633002;510;0
30539002;510;0
20655010;510;0
20638002;510;0
30709017;510;0
30102020;510;0
30201059;510;0
20603145;510;0
20665001;510;0
20687009;510;0
30805031;510;0
20204009;510;0
30542003;510;0
10101037;510;0
20801082;510;0
30706008;510;0
30551002;510;0
30710038;510;0
20662001;510;0
30801036;510;0
20806003;510;0
20656001;510;0
30303008;510;0
20108001;510;0
20705047;510;0
20201013;510;0
10105901;510;0
10506902;510;0
20603002;510;0
20403003;510;0
20651021;510;0
10101002;510;0
20801063;510;0
30531013;510;0
20402804;510;0
30535901;510;0
20652011;510;0
10102801;510;0
30105902;510;0
10520702;510;0
20801004;510;0
30805052;510;0
10601801;510;0
20686006;510;0
20615029;510;0
10102016;510;0
20801028;510;0
30306002;510;0
20655012;510;0
20638004;510;0
30537005;510;0
30206904;510;0
20687011;510;0
20204011;510;0
20405038;510;0
30703008;510;0
30542005;510;0
10312901;510;0
20679002;510;0
30551004;510;0
20706001;510;0
30108012;510;0
30102078;510;0
20806005;510;0
20664001;510;0
20637020;510;0
20677003;510;0
20201015;510;0
20803039;510;0
30102903;510;0
20609001;510;0
20603004;510;0
10533001;510;0
20651023;510;0
30107903;510;0
10101004;510;0
20654010;510;0
20202002;510;0
20652013;510;0
20644001;510;0
30539006;510;0
20655014;510;0
20112018;510;0
31201111;510;0
20638006;510;0
30601006;510;0
30548002;510;0
20687013;510;0
20204013;510;0
20674004;510;0
20676002;510;0
20806025;510;0
10202016;510;0
10101025;510;0
10406001;510;0
30105012;510;0
20679004;510;0
30701016;510;0
30551006;510;0
31201076;510;0
20720705;510;0
20806007;510;0
20637022;510;0
20670001;510;0
20603006;510;0
10533003;510;0
30805901;510;0
20113014;510;0
31202007;510;0
10101006;510;0
31104010;510;0
20120708;510;0
20503004;510;0
10539002;510;0
20604020;510;0
31007046;510;0
10120702;510;0
10102020;510;0
20602031;510;0
20705056;510;0
30548004;510;0
20201038;510;0
20803062;510;0
20687015;510;0
10312003;510;0
20674006;510;0
20804029;510;0
30703012;510;0
20806027;510;0
10101027;510;0
10203038;510;0
10601001;510;0
10301905;510;0
20706005;510;0
20720707;510;0
20637008;510;0
20615072;510;0
20703039;510;0
10508016;510;0
30704015;510;0
10103007;510;0
20402026;510;0
20609005;510;0
20606055;510;0
10533005;510;0
31102005;510;0
20651011;510;0
10309002;510;0
20614005;510;0
30550008;510;0
31201134;510;0
30111905;510;0
20303043;510;0
20702046;510;0
30102047;510;0
20606007;510;0
30548025;510;0
20615053;510;0
20320704;510;0
30338001;510;0
10503008;510;0
10102022;510;0
20655002;510;0
30101045;510;0
30708051;510;0
20112022;510;0
30536037;510;0
20201024;510;0
20803048;510;0
30901123;510;0
20204001;510;0
20806029;510;0
20807901;510;0
10101029;510;0
10120704;510;0
20632001;510;0
20607043;510;0
30901089;510;0
30501053;510;0
10601003;510;0
20706007;510;0
30108002;510;0
20720709;510;0
20520710;510;0
20637010;510;0
20614025;510;0
30704001;510;0
20402028;510;0
20803029;510;0
20604902;510;0
30548006;510;0
10105009;510;0
31106901;510;0
20705005;510;0
31106017;510;0
10536002;510;0
20112043;510;0
30111907;510;0
30709046;510;0
31002016;510;0
30338003;510;0
10102009;510;0
30545007;510;0
30547005;510;0
20684002;510;0
20808012;510;0
20653006;510;0
20112008;510;0
10502901;510;0
30103063;510;0
30106908;510;0
20603139;510;0
10307902;510;0
20804901;510;0
20687003;510;0
30701002;510;0
31108001;510;0
30606014;510;0
20801076;510;0
30103004;510;0
30802052;510;0
20634001;510;0
30102032;510;0
10601005;510;0
20609013;510;0
30501056;510;0
20681010;510;0
20683008;510;0
30555010;510;0
10220712;510;0
20637012;510;0
30704003;510;0
10105011;510;0
20649001;510;0
20803072;510;0
10309006;510;0
30999930;510;0
20607010;510;0
20655025;510;0
20901045;510;0
10536004;510;0
30710072;510;0
30111909;510;0
20638017;510;0
10534008;510;0
20503005;510;0
10104902;510;0
30338005;510;0
10102011;510;0
10104009;510;0
20687024;510;0
20648008;510;0
20661001;510;0
30547007;510;0
10120703;510;0
30506049;510;0
30706039;510;0
20808014;510;0
20806902;510;0
20655006;510;0
10502903;510;0
10304902;510;0
20703048;510;0
20687005;510;0
20681008;510;0
10101901;510;0
10407901;510;0
30207013;510;0
10101017;510;0
30802054;510;0
30706004;510;0
10201013;510;0
20637014;510;0
30303004;510;0
30536006;510;0
20120701;510;0
10105013;510;0
20631003;510;0
20607012;510;0
20655027;510;0
10536006;510;0
30710074;510;0
10534010;510;0
20802024;510;0
10106902;510;0
30338007;510;0
10102013;510;0
10104011;510;0
20687026;510;0
30544904;510;0
30101903;510;0
20706016;510;0
31201089;510;0
10103902;510;0
20609007;510;0
20703050;510;0
20705048;510;0
30704026;510;0
20201030;510;0
20603143;510;0
20802005;510;0
20687007;510;0
20609016;510;0
20403020;510;0
20204007;510;0
10101903;510;0
30703004;510;0
20806019;510;0
30207015;510;0
10101019;510;0
20120721;510;0
30544001;510;0
30334002;510;0
30102058;510;0
20601038;510;0
30303006;510;0
10304010;510;0
20820705;510;0
20606047;510;0
30102015;510;0
30341002;510;0
30335005;510;0
20112033;510;0
30710076;510;0
10534012;510;0
10102015;510;0
20687028;510;0
20505025;510;0
10312016;510;0
31103002;510;0
10507030;510;0
20606012;510;0
20103002;510;0
20615011;510;0
30801130;510;0
20642001;510;0
30704028;510;0
20110018;510;0
20201016;510;0
20609802;510;0
10506905;510;0
20640002;510;0
30546002;510;0
20609018;510;0
30703006;510;0
20806021;510;0
20651024;510;0
31108002;510;0
20703802;510;0
30801021;510;0
10101021;510;0
20120723;510;0
30707041;510;0
30544003;510;0
30121801;510;0
30534012;510;0
20807036;510;0
20637002;510;0
10508010;510;0
20801023;510;0
10105001;510;0
20631007;510;0
30541003;510;0
10520704;510;0
20615032;510;0
20653017;510;0
20112035;510;0
30710078;510;0
10301012;510;0
31002008;510;0
30548019;510;0
20802028;510;0
20615047;510;0
30537008;510;0
10102001;510;0
30801901;510;0
20806042;510;0
31103004;510;0
10206903;510;0
31007026;510;0
30711002;510;0
20103004;510;0
10535001;510;0
10508906;510;0
30605801;510;0
20806008;510;0
20201018;510;0
20640004;510;0
20681009;510;0
20403008;510;0
20651026;510;0
30802046;510;0
10301901;510;0
20654006;510;0
20681002;510;0
10220704;510;0
20720703;510;0
20637004;510;0
20656004;510;0
30107905;510;0
20801009;510;0
20666001;510;0
20688009;510;0
20820709;510;0
10105003;510;0
20606035;510;0
20671001;510;0
30543003;510;0
20801033;510;0
20101901;510;0
30550004;510;0
30552002;510;0
20655017;510;0
30111901;510;0
30548021;510;0
20113902;510;0
20605901;510;0
10102003;510;0
10104001;510;0
20687016;510;0
30120701;510;0
31007028;510;0
20655004;510;0
20607058;510;0
20202901;510;0
30551009;510;0
20603134;510;0
30108901;510;0
10535003;510;0
10537001;510;0
20806010;510;0
10103008;510;0
30106902;510;0
20201020;510;0
30546006;510;0
10544001;510;0
20606056;510;0
20651028;510;0
20683003;510;0
20681004;510;0
30102048;510;0
10503909;510;0
20807024;510;0
20637006;510;0
30107907;510;0
10508014;510;0
30602013;510;0
20666003;510;0
20688011;510;0
20820711;510;0
10105005;510;0
20801035;510;0
30550006;510;0
20680002;510;0
30552004;510;0
20655019;510;0
30806018;510;0
20638011;510;0
20201041;510;0
20803065;510;0
10102005;510;0
30539010;510;0
10104003;510;0
20687018;510;0
20908055;510;0
30701018;510;0
20648002;510;0
31104041;510;0
20679009;510;0
10541002;510;0
30901106;510;0
20706008;510;0
20705040;510;0
10103010;510;0
20201022;510;0
30802033;510;0
31220702;510;0
10506018;510;0
30106020;510;0
20609008;510;0
10544003;510;0
20807060;510;0
30531012;510;0
20651030;510;0
31108003;510;0
10101011;510;0
20645001;510;0
10102901;510;0
20681006;510;0
30107909;510;0
20615056;510;0
30549002;510;0
10105007;510;0
10102025;510;0
30552006;510;0
20655021;510;0
30101048;510;0
30333001;510;0
20511914;510;0
20638013;510;0
10534004;510;0
30102031;510;0
20803067;510;0
10102007;510;0
10104005;510;0
20687020;510;0
20507031;510;0
20648004;510;0
20807904;510;0
10101032;510;0
10204804;510;0
20801093;510;0
20659001;510;0
30101029;510;0
20613004;510;0
10203902;510;0
20606060;510;0
20683007;510;0
10301801;510;0
20705901;510;0
10101013;510;0
20120715;510;0
30707033;510;0
30221779;510;0
20654002;510;0
10102903;510;0
30701009;510;0
30820708;510;0
30602001;510;0
20666007;510;0
30702005;510;0
30204002;510;0
30806030;510;0
10103802;510;0
20602903;510;0
20653009;510;0
30532002;510;0
20655023;510;0
20603068;510;0
20511916;510;0
20908028;510;0
20638015;510;0
10534006;510;0
20704030;510;0
30536042;510;0
30548011;510;0
20201045;510;0
20685008;510;0
20687022;510;0
20648006;510;0
10101034;510;0
20655005;510;0
30706009;510;0
30801033;510;0
30704022;510;0
30536023;510;0
10504008;510;0
20606006;510;0
10544007;510;0
20605013;510;0
30710001;510;0
20802031;510;0
10101015;510;0
20631005;510;0
20120717;510;0
30221781;510;0
20654004;510;0
20656002;510;0
30708002;510;0
30537011;510;0
10104905;510;0
30338008;510;0
20801001;510;0
30702007;510;0
20107011;510;0
30806016;510;0
20808901;510;0
20633001;510;0
30208018;510;0
30708058;510;0
20638001;510;0
30342004;510;0
20674008;510;0
30548013;510;0
20603144;510;0
20803071;510;0
30537002;510;0
20687008;510;0
20405035;510;0
30542002;510;0
10101036;510;0
30546013;510;0
20801081;510;0
30706023;510;0
30551001;510;0
30901096;510;0
20615007;510;0
30531022;510;0
20806002;510;0
20509001;510;0
20201012;510;0
20609014;510;0
20603001;510;0
20651020;510;0
10101001;510;0
20120719;510;0
20607031;510;0
30101073;510;0
30221783;510;0
20402803;510;0
20652010;510;0
30901167;510;0
10520701;510;0
10320702;510;0
30705038;510;0
20801003;510;0
20631008;510;0
31101021;510;0
20820703;510;0
31108009;510;0
30601007;510;0
20801027;510;0
20667001;510;0
20655011;510;0
30710058;510;0
20704902;510;0
30107006;510;0
20638003;510;0
20603146;510;0
20687010;510;0
20204010;510;0
20405037;510;0
30540006;510;0
30542004;510;0
20679001;510;0
30551003;510;0
20806004;510;0
20637019;510;0
20614034;510;0
20203901;510;0
20677002;510;0
20201014;510;0
20803038;510;0
20603003;510;0
30710005;510;0
10540001;510;0
10101003;510;0
20801048;510;0
20603093;510;0
31201129;510;0
20652012;510;0
10520703;510;0
30701010;510;0
30502901;510;0
31001091;510;0
20688005;510;0
31201804;510;0
20404018;510;0
10102017;510;0
30532003;510;0
20655013;510;0
30710060;510;0
30120715;510;0
20638005;510;0
20687012;510;0
20674003;510;0
31104035;510;0
10101024;510;0
20801085;510;0
10202014;510;0
20679003;510;0
30551005;510;0
20603114;510;0
30706010;510;0
20503015;510;0
20720704;510;0
20806006;510;0
20637021;510;0
20677004;510;0
10203001;510;0
20631002;510;0
10533002;510;0
20605003;510;0
10542001;510;0
10101005;510;0
20801050;510;0
20507006;510;0
30901065;510;0
20641001;510;0
10120705;510;0
20652014;510;0
20602057;510;0
20646001;510;0
20801007;510;0
20688007;510;0
10539001;510;0
31007045;510;0
20702802;510;0
10102019;510;0
20653001;510;0
20655015;510;0
20112019;510;0
31109005;510;0
30701017;510;0
30548003;510;0
20201037;510;0
20687014;510;0
20902902;510;0
20507009;510;0
10312002;510;0
20674005;510;0
10101026;510;0
30546014;510;0
20801087;510;0
10406002;510;0
30551007;510;0
10301904;510;0
20720706;510;0
20637023;510;0
10203003;510;0
10533004;510;0
20651010;510;0
10309001;510;0
10101007;510;0
20901040;510;0
20501012;510;0
20643001;510;0
30111904;510;0
30539027;510;0
20908056;510;0
10306010;510;0
10102021;510;0
20653003;510;0
30548005;510;0
30601005;510;0
20201039;510;0
10305901;510;0
20685002;510;0
20674007;510;0
20405027;510;0
30703013;510;0
20607901;510;0
10101028;510;0
20679007;510;0
31107014;510;0
10601002;510;0
10301906;510;0
20305005;510;0
20637009;510;0
30332002;510;0
30536001;510;0
20402027;510;0
20201004;510;0
20604901;510;0
10105008;510;0
20605007;510;0
30541010;510;0
30106033;510;0
20901042;510;0
30901069;510;0
30221775;510;0
10536001;510;0
20615054;510;0
30701011;510;0
30705030;510;0
30338002;510;0
10102008;510;0
30506029;510;0
10102023;510;0
20655003;510;0
20112023;510;0
30120705;510;0
20301011;510;0
30548007;510;0
30202001;510;0
10305903;510;0
31220705;510;0
20685004;510;0
20687002;510;0
30805008;510;0
30901154;510;0
30203080;510;0
30701001;510;0
20406901;510;0
10101030;510;0
20801075;510;0
10202015;510;0
20672001;510;0
30706001;510;0
10601004;510;0
20520711;510;0
20637011;510;0
30704002;510;0
30536003;510;0
20666008;510;0
30607902;510;0
20404045;510;0
20606042;510;0
30102010;510;0
20655024;510;0
20603085;510;0
10536003;510;0
10538001;510;0
20112044;510;0
30111908;510;0
20638016;510;0
10301021;510;0
10545002;510;0
31002017;510;0
20807010;510;0
10104901;510;0
20109008;510;0
30338004;510;0
10102010;510;0
10104008;510;0
30540903;510;0
20806051;510;0
30547006;510;0
20907020;510;0
20806901;510;0
30605012;510;0
31201102;510;0
20303011;510;0
20702014;510;0
30552012;510;0
20685006;510;0
20687004;510;0
30550907;510;0
20204004;510;0
30703001;510;0
30801016;510;0
30704012;510;0
10101016;510;0
20801077;510;0
30802053;510;0
20907901;510;0
20703903;510;0
30901001;510;0
10220713;510;0
30801031;510;0
20637013;510;0
20601035;510;0
30704004;510;0
30536005;510;0
20803016;510;0
20201806;510;0
30702008;510;0
10105012;510;0
30535004;510;0
20658001;510;0
20421805;510;0
20607011;510;0
30552011;510;0
20655026;510;0
20901046;510;0
10536005;510;0
30111910;510;0
20663001;510;0
20638018;510;0
10534009;510;0
31201032;510;0
20802039;510;0
20615042;510;0
10104903;510;0
20109010;510;0
30338006;510;0
10102012;510;0
10104010;510;0
20687025;510;0
30103901;510;0
